text,label
"You are receiving this message because an eProcurement purchase request requires your action. You are identified as an Approver based on the reporting structure of your organization and monetary approval limits. Please review, and approve or reject the items in your eProcurement Inbox by logging into eProcurement at http://spr5wb02.enron.com/scripts/wgate/bbpstart/!?%7Elanguage=en Tip: User ID & Password are your PID & Password (same as your eHRonline and Payables logon information). Your initial Password is Enron1 or your birth date YYYYMMDD. Access quick reference cards and step-by-step documentation from http://isc.enron.com/site/doclibrary/user/default.asp Access online, interactive eProcurement courses from http://iscedcenter.enron.com For help, call ISC Customer Care at 713-345-4727",ham
"Had Carlos Franco just shot a 49 yesterday instead of a 70, you would have won.",ham
"Anybody up for going to Keneally's tonight to watch the Rockets game. Beer, Golden Tee, and cheap pizza. Let me know.",ham
"It looks like Waha is on their but Permian is not. Can you add basis deals at Permian (I think IF-ELPO/Permian). Thanks, Eric Enron Capital Management From: David Baumbach 02/12/2001 04:05 PM To: Eric Bass/HOU/ECT@ECT cc: Subject: Texas Region Locations This is how they determine what is on Tom's report. Dave ---------------------- Forwarded by David Baumbach/HOU/ECT on 02/12/2001 04:05 PM --------------------------- Enron North America Corp. From: Peter Berzins @ ENRON 02/12/2001 03:49 PM To: David Baumbach/HOU/ECT@ECT cc: Matt Motsinger/HOU/ECT@ECT, Simone La Rose/HOU/ECT@ECT, Adam Johnson/NA/Enron@Enron Subject: Texas Region Locations Attached is a spreadsheet which contains the locations we have assigned to the Texas Region for reporting purposes. Please correct any errors and add any new locations which we may be missing. Thanks for your help and let us know if your need anything else,. Thanks, Pete EnronOnline",ham
"what do you think? ""Bass, Jason"" <Jason.Bass2@COMPAQ.com> on 08/18/2000 09:35:58 AM To: ""'Eric Bass'"" <Eric.Bass@enron.com> cc: Subject: RE: Hold on, I have been real busy Jason Bass TSE Compaq Computer Corporation -----Original Message----- From: Eric Bass [mailto:Eric.Bass@enron.com] Sent: Friday, August 18, 2000 9:16 AM To: Bass, Jason Subject: well?",ham
"-----Original Message----- From: Rybarski, Amanda Sent: Tuesday, February 05, 2002 9:22 AM To: Vuittonet, Laura; Rangel, Ina; Young, Becky; Hogan, Irena D. Subject: RE: Fundamentals Presentation This meeting has been changed to Thursday, Feb 7th from 2-4 p.m. It will be held in the same conference room (ECS06990). Thanks, Amanda -----Original Message----- From: Rybarski, Amanda Sent: Monday, February 04, 2002 10:24 AM To: Vuittonet, Laura; Rangel, Ina; Young, Becky; Hogan, Irena D. Subject: Fundamentals Presentation Assistants, please forward to your groups. The Fundamentals group is giving a presentation tomorrow, Feb 5th from 2-4 in room ECS06990. The topic will be the Gas Market. Thanks, Amanda Rybarski Gas Fundamentals Office: (713) 853-4384 Fax: (713) 646-8453 Pager: (877) 482-0772 Cell: (713) 560-0934",ham
"Carrie: Thanks for facilitating a brief Experience Enron tour for 15 minutes each in two areas (30 minutes total): a) the gas trading floor on EB 32 with Craig Taylor b) Enron Online tour on EB 27 If it becomes necessary to replace b) with a tour of the gas control room, we'll follow up with you. Additionally, thanks for getting us the 4 Enron overview marketing brochures for the Continental attendees. Meeting Attendees from Continental Airlines: Ron Howard, Vice President, Food Services Larry Kellner, Chief Financial Officer Greg Hartford, Vice President, Fuel Management Company Jeff Misner, Vice President and Treasurer (tentative) Carrie, we appreciate your working with us on such short notice! Sarah-Joy ext. 5-6541",ham
"Is this the weekly fundamentals report produced by Tim Heizenrader's group? In Houston, we have been receiving the report on Tuesday afternoon via email before the fundamentals meeting in Portland. How can distribution through or administrative assistants be more efficient? The administrative assistant for the West gas desk is Ina Rangel. Her location is EB3210. Phillip Allen 713-853-7041 -----Original Message----- From: Bruce, James Sent: Monday, October 29, 2001 4:34 PM To: Allen, Phillip K.; Alonso, Tom; Alport, Kysa; Badeer, Robert; Belden, Tim; Brown, Kortney; Bruce, James; Bryson, Jesse; Buerkle, Jim; Cadena, Angela; Calger, Christopher F.; Chang, Fran; Chen, Andy; Choi, Paul; Clark, Ed; Comnes, Alan; Conwell, Wendy; Dalia, Minal; Davidson, Debra; Donovan, Terry W.; Driscoll, Michael M.; Dunton, Heather; Dyer, Laird; Eriksson, Fredrik; Etringer, Michael; Fillinger, Mark; Foster, Chris H.; Frost, David; Fuller, Dave; Gilbert, Jim; Gomez, Julie A.; Gray, Stan; Grigsby, Mike; Guillaume, David; Guzman, Mark; Hammond, Don; Holst, Keith; Kaufman, Paul; Lackey, Chris; Law, Samantha; Mainzer, Elliot; Malowney, John; Mays, Wayne; Mcdonald, Michael; Mckay, Jonathan; Miller, Stephanie; Motley, Matt; Mullen, Mark; Mumm, Chris; Nelson, Kourtney; Ngo, Tracy; Oh, Jeffrey; Page, Jonalan; Parquet, David; Perry, Todd; Polsky, Phil; Presto, Darin; Radous, Paul; Rance, Susan; Rawson, Lester; Richter, Jeff; Rosman, Stewart; Sacks, Edward; Salisbury, Holden; Sarnowski, Julie; Savage, Gordon; Scholtes, Diana; Semperger, Cara; Shields, Jeff; Slaughter, Jeff G.; Smith, Sarabeth; Soderquist, Larry; Surowiec, Glenn; Swain, Steve; Swerzbin, Mike; Symes, Kate; Thomas, Jake; Thome, Stephen; Thome, Stephen; Thompson, Virginia; Van Gelder, John; Ward, Kim S (Houston); Wente, Laura; Williams III, Bill; Williams, Bill; Williams, Jason R (Credit); Zufferli, John Subject: Distribution of report The method for distribution of the weekly reports has changed. Hard copies will now be distributed through your administrative assistant. To receive a paper copy of the report, please send me an e-mail request including you location and admin. The information in these reports is for internal use only and should not be the basis for investment decisions. Please let me know if you have any questions or comments, James Bruce Enron North America (503) 464-8122 West Power Desk (503) 860-8612 (c) 121 SW Salmon, 3WTC0306 (503) 464-3740 (fax) Portland, OR 97204 James.Bruce@Enron.com",ham
"Kevin/Peter/Eric We are holding 32 interviews for the ENA Trading Track this Thursday, November 1st from 2.30 pm onwards. Your names have been passed to me by Hunter Shively. Can you please confirm you can interview at this time. All the interviewers are gas & power traders. Kind regards, Karen. x54667 -----Original Message----- From: Shively, Hunter S. Sent: Monday, October 29, 2001 3:41 PM To: Buckley, Karen Subject: RE: gas & power interviewers Trading Track Kevin Ruscitti Pete Keavey Eric Bass",ham
"URL: http://jeremy.zawodny.com/blog/archives/000220.html Date: 2002-10-03T00:24:56-08:00 Last week, I noticed that I was on Dave's radar. Now that I've caught up on blogging, it seems that I'm on Windley's radar too. He picked up on my FreeBSD/Linux MySQL story and that provoked an interesting discussion of...",ham
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/12/2000 11:22 AM --------------------------- Michael Etringer 09/11/2000 02:32 PM To: Phillip K Allen/HOU/ECT@ECT cc: Subject: Contact list for mid market Phillip, Attached is the list. Have your people fill in the columns highlighted in yellow. As best can we will try not to overlap on accounts. Thanks, Mike",ham
"[IMAGE] Free* Cd Player, valued at $70.00! [IMAGE] [IMAGE] [IMAGE] [IMAGE] [IMAGE] [IMAGE] December 28, 2001 [IMAGE] [IMAGE] [IMAGE] [IMAGE] [IMAGE] [IMAGE] PHILLIP, your Deluxe Hayo Digital CD Player valued at $70.00 is currently being held awaiting details for shipment to you, absolutely FREE*. Click here now and verify your address (we want to make sure your Deluxe Hayo Digital CD Player is delivered directly to you) and to make arrangements for you to receive your Deluxe Hayo Digital CD Player at no charge. Your Approval Status entitles you to receive your Deluxe Hayo Digital CD Player valued at $70.00 for FREE*, and by becoming a Sprint long distance customer, you can receive Sprint 7? AnyTime(SM) Online plan. You get 7? per minute state-to-state calling, with no monthly fee**. Simply remain a customer for 90 days, complete the redemption certificate you will receive by mail, and we will send you your Deluxe Hayo Digital CD Player. Act now! Respond before January 14, 2002 or you may waive your eligibility to receive your Deluxe Hayo Digital CD Player! These arrangements may not be available after the above date. Keep this document in a safe place. This could be the only notification you may receive. FILED: PREPARATIONS FOR: PHILLIP [IMAGE] [IMAGE] FEATURES ESPMax electronic skip protection for active use Digital Mega Bass low-frequency enhancement for rich bass response with extremely low harmonic distortion Digital volume control for precise push-button adjust-ment with visual confirmation via LCD display 4 playback modes for listening flexibility Includes lightweight stereo headphones and AC adapter *Requires change of state-to-state long distance carrier to Sprint, remaining a customer for 90 days and completion of redemption certificate sent by mail. ** When you select all online options such as online ordering, online bill payment, online customer service and staying a Sprint customer, you reduce your monthly recurring charge and save $5.95 every month. Promotion excludes current Sprint customers.",ham
"Market Participants: This notice is to inform you that the ISO is canceling the CMR stakeholder meetings that were scheduled for August 4 and August 8. We are doing so in order to be responsive to Stakeholders' needs for greater detail as articulated in the two most recent Stakeholder meetings on July 19 and 25. As you know, after the July 13-14 introduction to the CME Recommendation, we scheduled additional meetings (July 19th and 25th, August 4th and 8th) to discuss each element of the Recommendation in greater detail. We have received many questions and requests for change on all parts of the Recommendation during the past few weeks. As a result, we determined that we needed more time for internal discussion in order to give you the level of detail that would allow a more meaningful discussion of the specific recommendations and potential modifications. This will allow us to address both your questions and your suggested changes. We have rescheduled these detailed discussions for three consecutive days, August 15-17. In these meetings, we will address: * FTRs; * Day Ahead and Hour Ahead Congestion Management; * Recallable Transmission; * Real Time Operations; * New Generator Interconnection Policy; * Long Term Grid Planning; and * Questions and issues on Local Reliability Service that arose from the July 25 Stakeholder meeting. We will also meet on August 25 to discuss the ISO's final recommendation to the ISO Governing Board. We apologize for any inconvenience this change has caused you, but believe that taking time to develop more details on these topics will allow more productive discussions. Byron Woertz Director, Client Relations",ham
"Bruce, Thank you for your bid. I have decided on a floor plan. I am going to have an architect in Austin draw the plans and help me work up a detailed specification list. I will send you that detailed plan and spec list when complete for a final bid. Probably in early to mid June. Phillip",ham
"my address is : 2302 Travis St. #8225 77006 To: Fiji, Eric Bass/HOU/ECT@ECT, Micah Hatten/HOU/EES@EES cc: Subject: Addresses All: Louise will kick my ass if I don't have your addresses by the end of the week. Please send them ASAP. Reminder: The wedding is Saturday October 20, 2001 in New Orleans. Please forward to Shawn, Dietz, Jacques, and Maziarz - I don't have their e-mail. I'll see most of you this weekend. Tim",ham
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/25/2001 12:39 PM --------------------------- Enron North America Corp. From: WorkLife Department and Kidventure @ ENRON 01/24/2001 09:00 PM Sent by: Enron Announcements@ENRON To: All Enron Houston cc: Subject: Kidventure Camp,ham
"URL: http://www.newsisfree.com/click/-0,8597653,215/ Date: 2002-10-06T02:28:02+01:00 *Business: *Stockbrokers around the world are braced for a potentially calamitous week as alarm mounts over a looming, Thirties-style global financial crisis.",ham
"interested in a night of pizza, wine, US soccer, and belize planning tonight? -----Original Message----- From: ""Jennifer White"" <jenwhite7@zdnetonebox.com>@ENRON [mailto:IMCEANOTES-+22Jennifer+20White+22+20+3Cjenwhite7+40zdnetonebox+2Ecom+3E+40ENRON@ENRON.com] Sent: Tuesday, June 19, 2001 10:38 AM To: Arnold, John Subject: belize info Here is your two week notice for Belize... I'm on Continental flight 1231, departing July 4 at 1:25 PM, seat 15D, returning Sunday, July 8. I hope you decide to take the later flight out Saturday. I talked to the hotel and they have rooms and a scuba instructor available to dive with us. Let me know your flights so that I can arrange the air transfers between Belize City and Placencia and dive lessons through the hotel. I haven't booked it yet since they require a non-refundable deposit. Call me with any questions - or if you change your mind so that I can make alternate plans. Jen ___________________________________________________________________ To get your own FREE ZDNet Onebox - FREE voicemail, email, and fax, all in one place - sign up today at http://www.zdnetonebox.com",ham
"URL: http://www.newsisfree.com/click/-1,8381143,215/ Date: 2002-09-30T03:05:00+01:00 *Business:* City and Wall Street are sceptical of plan to prevent more countries slipping into Argentina-style crisis",ham
"Mike, I sent Leslie a note to include you and others on the desk on the distribution list. -----Original Message----- From: Lawner, Leslie Sent: Friday, July 13, 2001 6:21 AM To: Allen, Phillip K.; Kingerski, Harry; Kaufman, Paul; Tycholiz, Barry; Miller, Stephanie; Ponce, Roger; Black, Don; Hewitt, Jess; Shireman, Kristann; Courtney, Mark; Elliott, Chris; Dasovich, Jeff; Becky McCabe; Fulton, Donna; Steffes, Darla; Stoness, Scott; Johnson, Tamara Cc: Nicolay, Christi Subject: CA Instrate Gas matters This is to quickly summarize our call on July 11 on California gas intrastate matters and set a direction for future activity. Unbundling: PG&E has a Gas Accord in effect through 12/31/03, which is generally positive. We will participate in the development of a successor plan, and attempt to improve it if we can. SoCalGas attempted its own version of a gas accord, but the CPUC refused to approve. We will attempt to resurrect this accord and obtain CPUC approval. Hedging: No proceeding currently exists to address gas hedging by LDCs. (draft legislation does exist on the electric side to allow hedging and passthrough of costs). Jeff has recommended that we approach the LDCs to begin discussing the issue and developing a strategy to take to the CPUC. I suggest we develop an ENA-EES hedging proposal for CA and then take that to the LDCs. I will attempt to put this is writing. Infrastructure: CPUC has undertaken a proceeding to determine the need to improve infrastructure. SoCal Gas and PG&E are responding with proposals. We want to revitalize the infrastructure and ensure real markets exist and can develop. Our task is to participate in these proceedings. (Please let me know who I left off the mailing list).",ham
Will you be able to make it to the game tonight? It is at 8:45 at the Post Oak YMCA. Let me know. Eric,ham
freak show. cash started -7 then to -15 then -7 ended -15.,ham
"Don't know if you saw this already. Interesting. Ken Indigestion Daniel Fisher, Forbes Magazine, 10.29.01 All those new natural gas-fired electric plants mean more gas demand, right? Maybe not. For natural gas bulls, there was never a surer sign of good times to come than the order book at General Electric Corp. Backlogs in GE's Power Systems group almost tripled to $25 billion in the late 1990s as scores of utilities and freestanding power producers ordered natural gas turbines to supply the nation's growing appetite for electricity. Gas demand had to go up as all those shiny new turbines were connected to the grid. Ah, but there was a flaw in that argument--one that is becoming glaringly clear as the price of gas plunges below $2 per million Btu at the wellhead from as high as $10 last year. (A million Btu of gas equals just about 1,000 cubic feet.) Those new gas plants were supposed to steal business from pollution-spewing coal units, which still supply half the nation's electricity. But in a painstaking study of 788 power plants that supply the bulk of U.S. electricity, Charles Studness, president of Studness Research, found quite the opposite could happen. Studness determined that 79% of the ""new"" electricity supplied to the grid over the past five years came from existing plants, mostly coal-fired units. And there's plenty more where that came from. Studness figures existing coal plants have the potential to increase output by 50 million megawatt-hours a year for the next five years, representing about half the expected 2.5%-a-year increase in demand. Coal's advantage over gas: It's cheap. Utilities paid an average of $1.20 per million Btu for coal last year, compared with $4.30 for gas (delivered). Even with depressed gas prices, many coal plants are still cheaper to operate. So while those new turbines being installed by Calpine (nyse: CPN - news - people) and other independent power producers, (see table, below) will burn a lot of gas, they will do it mostly at the expense of older gas plants that burn half again as much. Addressing a Burning Issue If natural gas prices stay down or merely remain volatile it will help companies that burn, trade or store gas and hurt those that sell it or provide equipment to the industry. Overleveraged gas producers and service companies could have trouble making it through the downturn. WINNERS Sales* ($bil) Remarks Calpine $4.6 Its gas power plants won't compete with coal for years Chesapeake Energy 0.9 Hedged gas production through December 2003 Dynegy 43.4 Owns gas, coal power plants; stores, trades gas Peabody Energy 2.7 World's largest coal company LOSERS Sales* ($bil) Remarks Devon Energy 3.3 Gas-heavy; $8 billion in ...debt General Electric 129.5 Sells gas turbines Pioneer Natural Resources 1.0 $1.5 billion in ...debt; 53% of production is gas Transocean SedcoForex 1.9 $4 billion in debt; heavy gas-drilling exposure *Latest 12 months. Source: Market Guide via FactSet Research Systems. ""It's not our game to compete with coal or nuclear,"" says Ron A. Walter, senior vice president of San Jose, Calif.-based Calpine, which plans over the next few years to build gas-fired plants totaling 31,500 megawatts. ""It's our game to displace older gas."" Combined-cycle gas turbines, which use hot exhaust gases from one turbine to generate steam to turn a second one, can transform 6,800 Btu of gas into a kilowatt-hour of electricity, enough to light one lightbulb for ten hours. The oldest gas plants burn as much as 13,000 Btu, and the national average is 10,500. Substitute enough new plants for old, and U.S. gas consumption, currently 62 billion cubic feet a day, could drop by as much as 1 billion cubic feet a day. That scenario sounds unlikely to Stephen Bergstrom, president of Houston-based Dynegy, an energy-trading firm that also owns both coal- and gas-fired power plants. Dynegy's 35-year-old coal plants are ""huge capital hogs,"" Bergstrom says, that cost ten times as much to maintain as modern gas units. Throw in the cost of scrubbers and other required pollution controls, and many smaller coal plants will have to be shut down, Bergstrom says. But coal-plant owners can be ingenious. Witness Midwest Generation, a nonregulated subsidiary of Edison International that bought six coal plants from troubled Commonwealth Edison of Chicago in 1999. By changing operating procedures and burning a higher grade of coal, Midwest boosted output from the 40-year-old plants 12% last year--while reducing emissions. John Long, vice president and chief technical officer of the Midwest Generation unit, thinks he can coax another 15% increase out of those aging boilers over the next five years without running afoul of environmental rules. Long term, the bullish scenario still holds: Gas will displace coal. In the meantime, gas producers have a lot of bonds to retire.",ham
"Hey: I hope you know we were just kidding with you yesterday. We don't get many strangers on the floor so we have to harass them when we do. I think I am a couple of the ""we are not"" attributes in your book. Is that going to cause me any problems going forward? John",ham
i'll call Karen Arnold <klarnold@flash.net> on 02/22/2001 07:57:57 PM To: john.arnold@enron.com cc: Subject: Smith Barney You must be on the net because you don't answer the phone. Andy Rowe never invested that $8000 into the commodity account. Do you talk with him on a regular basis? Should I call? Please advise..,ham
"Are you around next Tuesday? ---------------------- Forwarded by John Arnold/HOU/ECT on 03/02/2001 04:22 PM --------------------------- From: Jennifer Burns/ENRON@enronXgate on 03/02/2001 03:29 PM To: Phillip K Allen/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT, Michael Bradley/HOU/EES@EES, Jennifer Fraser/ENRON@enronXgate, Mike Grigsby/HOU/ECT@ECT, Adam Gross/HOU/ECT@ECT, Rogers Herndon/HOU/ECT@ect, Kevin McGowan/Corp/Enron@ENRON, Vince J Kaminski/HOU/ECT@ECT, John L Nowlan/HOU/ECT@ECT, Kevin M Presto/HOU/ECT@ECT, Fletcher J Sturm/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Bill White/NA/Enron@Enron, Gary Hickerson/HOU/ECT@ECT, Jeffrey A Shankman/ENRON@enronXgate, John J Lavorato/ENRON@enronXgate cc: Ina Rangel/HOU/ECT@ECT, Judy Zoch/NA/Enron@ENRON, Gloria Solis/ENRON@enronXgate, Helen Marie Taylor/HOU/ECT@ECT, Tamara Jae Black/HOU/ECT@ECT, Angie Collins/HOU/ECT@ECT, Shirley Crenshaw/HOU/ECT@ECT, Kimberly Hillis/ENRON@enronXgate Subject: CANCELLED - Trader's Roundtable The trader's roundtable meeting for Tuesday, March 6 at 4:00PM has been cancelled. Thanks! Jennifer",ham
"fuck you 239b3989d@msn.com on 04/14/2001 05:42:02 AM Please respond to leehouse211@asia.com To: 6na10@msn.com cc: Subject: I need your phone # to help your debt problem. [h7gmu] How would you like to take all of your debt, reduce or eliminate the interest, pay less per month,and pay them off sooner? We have helped over 20,000 people do just that. If you are interested, we invite you request our free information by provide the following information. Full Name: Address: City: State: Zip Code: Home Phone: Work Phone: Best Time to Call: E-Mail Address: Estimated Debt Size: (All information is kept securely and never provided to any third party sources) This request is totally risk free. No obligation or costs are incurred. To unsubscribe please hit reply and send a message with remove in the subject.",ham
"Be sure and take the test. ----- Original Message ----- From: ""Peggy Dan Maynard"" <peggy@airmail.net> To: ""Larry W. Bass"" <lwbthemarine@bigplanet.com> Sent: Friday, November 10, 2000 4:52 PM Subject: Fw: Voter Competency Test > Hope you are doing okay. I have many skin cancers because I had xray > treatments when a teen ager. We did miss you in Austin. By the way... hope > you pass the test!! love YOU > -----Original Message----- > From: Mark_Maynard@Dell.com <Mark_Maynard@Dell.com> > To: peggy@airmail.net <peggy@airmail.net> > Date: Friday, November 10, 2000 11:35 AM > Subject: FW: Voter Competency Test > > > >This is a website that has a joke test. You should be able to go to it by > >clicking the address below: > > > >> http://fly.hiwaay.net/~mtspeer/index.html >",ham
"George, Can you please call my credit desk at 713-853-1803. They have not received any financials for ACN Power. Thanks, Phillip Allen",ham
"This in an automated e-mail sent out from the Commissioner.COM web site. Do not reply to this e-mail, but instead please visit your league's site at http://football.commissioner.com/kourn ------------------------------------------------------------- Oneal Winfree requests the following transaction:. Drop Warren Moon. ------------------------------------------------------------- To approve this transaction, please go to your web site and select Transactions, Requests in the Front Office.",ham
"watch it! ---------------------- Forwarded by Eric Bass/HOU/ECT on 08/17/2000 01:12 PM --------------------------- Brian Hoskins 08/17/2000 12:40 PM To: Dick Jenkins/HOU/ECT@ECT, Eric Bass/HOU/ECT@ECT, Hector Campos/HOU/ECT@ECT, Lenine Jeganathan/HOU/ECT@ECT, Barry Steinhart/Corp/Enron@Enron, Scott Hendrickson/HOU/ECT@ECT cc: Subject: FW: Bad sportman ---------------------- Forwarded by Brian Hoskins/HOU/ECT on 08/17/2000 12:40 PM --------------------------- From: John House 08/17/2000 12:30 PM To: Brian Hoskins/HOU/ECT@ECT, eric_mason@enron.net, Roberto Martinez, Sherri Carpenter/HOU/ECT@ECT, Denise Naiser/ENRON_DEVELOPMENT@ENRON_DEVELOPMENt, Christine Drummond/HOU/ECT@ECT, Jonathan Hoff/HOU/ECT@ect cc: Subject: FW: Bad sportman ---------------------- Forwarded by John House/HOU/ECT on 08/17/2000 12:27 PM --------------------------- Jason R Wiesepape 08/17/2000 11:33 AM To: Pearce W Hammond/Corp/Enron@ENRON, James Simpson/HOU/ECT@ECT, Berney C Aucoin/HOU/ECT@ECT, Edith Cross/HOU/ECT@ECT, Brad Morse/HOU/ECT@ECT, Elizabeth Howley/Corp/Enron@ENRON, John House/HOU/ECT@ECT, Gautam Gupta/HOU/ECT@ECT, Jim Meyn/NA/Enron@Enron, D' Ann Irvine/Corp/Enron@ENRON cc: Subject: FW: Bad sportman Subject: FW: Bad sportman It pays to be a good sportsman.? This is what happens to bullies: - sports~1.mpe",ham
"This is a reminder of Enron's Email retention policy. The Email retention policy provides as follows: Message Location - Maximum Retention Inbox - 30 days Sent Mail Folder - 30 days Trash/Deleted Items - Rollover from Inbox for one day Folders - All Email messages placed in folders will be destroyed after one calendar year. This includes public folders in Outlook. Furthermore, it is against policy to store Email outside of your Outlook Mailbox and/or your Public Folders. Please do not copy Email onto floppy disks, zip disks, CDs or the network. Such actions are prohibited and will not be supported by the IT Department. There will be no exceptions to this policy.",ham
"Hi Harry, I hope you had good weekend. The weather in College Station (for the Aggie football game) & Austin was beautiful & sunny. We never saw the rain. I am sending you my resume for any contacts you may have within Enron or anyone else in the Industry. I am very interested in this industry in which I can utilize my communication, interpersonal skills and business experience. I posses strong leadership, motivation skills and long-term client relations that would be of great value to any organization. I am adept to working in a fast-pace environment and Team oriented group to reach company and personal objectives. I am keenly interested in making a strong contribution and commitment to a company in the energy industry and my decision to pursue my goals within energy. I would appreciate the opportunity to discuss my credentials with you or any contacts you may have in a personal interview. Please feel free to contact me at your earliest convenience. I hope to see you & Nicole this Thursday night around 6:30. Thank you again for your help. Deanna Hamrick 713-862-8641",ham
"Mike Olsen joined the Texas Desk Logistics group this week. He is an analyst scheduled for a year rotation. He joined Enron in July 2000 from Texas A&M University. He can be reached at ext. 35796. Please join me in welcoming Mike to our group. Thanks, Pat",ham
"Celeste, I need two assoc./analyst for the west gas trading desk. Can you help? I also left you a voice mail. Phillip x37041",ham
what do you want for one of your 3rd round picks?,ham
doubleday Enron North America Corp. From: Timothy Blanchard @ EES 04/18/2000 08:06 AM To: Eric Bass/HOU/ECT@ECT cc: Subject: what's the name of that dermatologist?,ham
"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/11/2000 03:38 PM --------------------------- Tim Heizenrader 02/10/2000 12:55 PM To: James B Fallon/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT cc: Tim Belden/HOU/ECT@ECT Subject: Western Strategy Briefing Slides for today's meeting are attached:",ham
8/2-8/8 $239/night ritz carlton st thomas confirm #82744876,ham
Please give me a call - 503-805-2117. I need to discuss something with you.,ham
"Dear All, I have heard from several of you today that we continue to receive Broker Confirms which reference ""WSPP Schedule C"" instead of ""CAISO Energy"" for deals done at California Delivery Points. I have spoken with Bob Badeer and he promised me that he and Jeff are going to call them as soon as they can. In the meantime, if for any SP15, NP15, or Z26 deals we receive a Broker Confirmation with ""WSPP Schedule C"" instead of ""CAISO Energy"", please mark out the former by hand and replace it with the latter. Then fax the amended Confirmation back to the Broker and say something in the fax Cover Sheet to the effect of : ""We have amended the attached Confirmation(s) to show that the relevant energy purchased/sold is ""CAISO Energy"". Please revise your Confirmation(s) to reflect this modification and send the amended Confirmation(s) to us and our Counterparty. Should you have any questions with regard to the ""CAISO Energy"" product, please contact Bob Badeer on (503) 464-3926 or Jeff Richter on (503) 464-3720."" Let's give Bob and Jeff some time to call the brokers and I would propose to reassess the situation next Monday (I am out of the office on business on Friday). Let's see where we are then. Thanks everyone, Shari ----- Forwarded by Shari Stack/HOU/ECT on 07/31/2000 05:57 PM ----- Shari Stack 07/27/2000 04:07 PM To: Robert Badeer/HOU/ECT@ECT, Jeff Richter/HOU/ECT@ECT cc: Tim Belden/HOU/ECT@ECT, Christian Yoder/HOU/ECT@ECT, Elizabeth Sager/HOU/ECT@ECT, Kim S Theriot/HOU/ECT@ECT Subject: Power Brokers who will not reference CAISO Energy Bob & Jeff, At my request, the Confirm Desk has put together a list of Brokers who continue to reference "" West Firm"" rather than ""CAISO"" in their Broker Confirmations for deals done at the California Delivery Points. Please see Kim's email below. Could you please speak with each of them and reiterate that they must specifically reference ""CAISO"" energy in their Confirmations if that is the product we told them that we would buy or sell? Bob- I will call you later on this afternoon about Pacificorp. We got 2 more Confirms today with ""CAISO"" stricken through. Thanks in advance guys, Shari Stack Enron North America, Legal Department Tel: (713) 853-9477 ----- Forwarded by Shari Stack/HOU/ECT on 07/27/2000 02:45 PM ----- Kim S Theriot 07/27/2000 02:23 PM To: Shari Stack/HOU/ECT@ECT cc: Subject: Power Brokers-CAISO Reference The following are Brokers and their respective back office contacts: Prebon Angie Martinez at 201-557-5999 example: Trade Date: 7/25/00 reference #254667 and #254543. Natsource Sherry Fountain 212-896-2154 example: Trade Date 7/26/00, their ref # 1297561221 Tradition Dana Enright 203-316-2678 example: Trade Date 7/25/00, their ref # E58505S Optimum Kirsty 403-215-8162 example: Trade Date 7/26/00, their ref # 07304 Altra Jennifer Barrett 713-210-8279 exmple: Trade Date 6/23/00 ref#14085 Amerex Chad (Broker) 281-634-9020 Amerex specifies ""Firm CAISO Energy WSPP Schedule C with liquidating damages"" Bloomberg Karen Kingsbury 212-893-3233 Trade Date 7/26/00, ref. # 20000726400002 We will bring you copies of the Broker Statements above. Let me know if you need anything else. Kim",ham
"URL: http://www.newsisfree.com/click/-2,8421992,1717/ Date: 2002-10-01T07:33:14+01:00 (abc.net.au)",ham
